order_id,delivery_person_id,delivery_person_age,delivery_person_rating,city,order_date,order_time,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,distance_km,order_value_inr,payment_type,order_status,cancellation_reason,delivery_time_min
ORD104499,MUMRES23DEL07,34,4.5,Mumbai,2026-04-22,17:55:00,Sandstorms,High,0,Snack,motorcycle,0,Yes,2.8,569.88,UPI,Cancelled,Traffic Delay,
ORD101335,DELRES05DEL03,33,4.1,Delhi,2026-04-22,18:31:00,Sandstorms,Medium,0,Meal,motorcycle,1,Yes,3.05,296.16,UPI,Delivered,,43.0
ORD104331,HYDRES27DEL01,27,4.5,Hyderabad,2026-04-22,18:53:00,Sunny,Medium,3,Buffet,bicycle,0,Yes,5.08,314.09,Card,Delivered,,36.3
ORD105664,HYDRES04DEL01,22,4.6,Hyderabad,2026-04-22,19:06:00,Cloudy,High,3,Snack,motorcycle,0,Yes,7.84,132.56,UPI,Cancelled,Traffic Delay,
ORD101965,BENRES07DEL05,28,5.0,Bengaluru,2026-04-22,19:29:00,Sunny,Low,2,Buffet,motorcycle,0,Yes,0.88,189.58,Card,Delivered,,19.7
ORD105330,HYDRES27DEL06,18,4.5,Hyderabad,2026-04-22,19:29:00,Sandstorms,Low,3,Meal,motorcycle,1,Yes,5.05,138.47,Card,Delivered,,42.3
ORD100980,CHERES06DEL02,36,4.1,Chennai,2026-04-22,19:53:00,Fog,Medium,2,Drinks,motorcycle,0,Yes,1.64,397.06,UPI,Cancelled,Weather Disruption,
ORD105359,MUMRES20DEL07,20,4.7,Mumbai,2026-04-22,20:25:00,Sandstorms,Medium,3,Snack,motorcycle,2,Yes,4.65,167.7,Cash,Delivered,,54.0
ORD105871,MUMRES11DEL07,29,4.2,Mumbai,2026-04-22,20:25:00,Sunny,Medium,3,Meal,motorcycle,0,Yes,5.83,383.16,UPI,Delivered,,39.2
ORD100947,DELRES22DEL04,21,4.9,Delhi,2026-04-22,20:26:00,Sandstorms,High,0,Drinks,electric_scooter,0,Yes,3.0,395.88,UPI,Delivered,,46.5
ORD101449,BENRES25DEL05,34,4.1,Bengaluru,2026-04-22,20:52:00,Sunny,Low,3,Meal,motorcycle,0,Yes,0.99,133.49,UPI,Delivered,,26.8
ORD102082,KOLRES23DEL08,32,4.4,Kolkata,2026-04-22,21:07:00,Windy,High,0,Meal,motorcycle,0,Yes,0.84,370.72,Cash,Delivered,,33.3
ORD102977,HYDRES05DEL04,24,4.3,Hyderabad,2026-04-22,21:11:00,Sunny,High,3,Snack,motorcycle,0,Yes,3.04,461.2,Wallet,Delivered,,36.6
ORD103497,PUNRES33DEL08,36,4.8,Pune,2026-04-22,22:06:00,Sunny,Medium,3,Snack,motorcycle,0,Yes,1.9,340.55,UPI,Delivered,,27.6
ORD105462,DELRES06DEL06,35,4.1,Delhi,2026-04-22,22:21:00,Sandstorms,Low,1,Buffet,scooter,1,Yes,12.13,376.18,Cash,Delivered,,60.6
ORD101392,BENRES32DEL05,30,4.5,Bengaluru,2026-04-22,23:41:00,Cloudy,Medium,1,Drinks,scooter,2,Yes,8.31,171.39,Wallet,Delivered,,53.7
ORD102521,DELRES12DEL06,35,4.5,Delhi,2026-04-23,07:15:00,Sunny,Medium,0,Snack,motorcycle,0,No,2.45,128.79,UPI,Delivered,,27.0
ORD104366,BENRES29DEL06,26,4.3,Bengaluru,2026-04-23,08:24:00,Sunny,Low,3,Snack,electric_scooter,1,No,2.01,637.87,UPI,Delivered,,21.2
ORD105314,PUNRES07DEL04,35,4.1,Pune,2026-04-23,09:22:00,Sunny,Low,3,Drinks,motorcycle,2,No,3.45,218.99,UPI,Delivered,,34.9
ORD103015,CHERES42DEL07,30,4.3,Chennai,2026-04-23,11:07:00,Cloudy,High,1,Buffet,scooter,0,No,3.85,189.8,UPI,Cancelled,Customer Cancelled,
ORD102729,PUNRES15DEL08,34,4.6,Pune,2026-04-23,11:37:00,Stormy,Jam,0,Drinks,scooter,1,No,12.7,230.94,Cash,Cancelled,Weather Disruption,
ORD103558,DELRES19DEL06,31,4.2,Delhi,2026-04-23,11:46:00,Cloudy,Low,0,Drinks,motorcycle,0,No,5.46,271.4,Card,Delivered,,22.9
ORD102703,MUMRES12DEL06,33,4.7,Mumbai,2026-04-23,12:06:00,Sandstorms,Low,2,Snack,motorcycle,1,No,1.55,204.26,Cash,Delivered,,32.4
ORD103421,DELRES19DEL04,35,4.5,Delhi,2026-04-23,12:08:00,Sunny,Medium,1,Meal,scooter,0,No,1.98,409.67,Card,Delivered,,27.7
ORD105116,CHERES08DEL03,29,4.0,Chennai,2026-04-23,12:09:00,Cloudy,High,3,Meal,scooter,0,No,2.69,279.27,Cash,Delivered,,31.1
ORD102922,BENRES09DEL07,40,4.7,Bengaluru,2026-04-23,12:24:00,Cloudy,Jam,1,Snack,motorcycle,0,No,20.62,338.75,Cash,Cancelled,Delivery Partner Unavailable,
ORD104935,MUMRES05DEL02,23,4.0,Mumbai,2026-04-23,12:27:00,Windy,Low,1,Meal,scooter,1,No,1.25,137.17,Card,Delivered,,30.3
ORD101519,BENRES01DEL07,36,4.6,Bengaluru,2026-04-23,13:10:00,Cloudy,Medium,0,Drinks,motorcycle,1,No,9.3,207.15,UPI,Delivered,,44.6
ORD102515,HYDRES12DEL04,28,4.5,Hyderabad,2026-04-23,13:19:00,Cloudy,Medium,0,Buffet,motorcycle,1,No,3.89,309.08,UPI,Delivered,,35.6
ORD100784,MUMRES37DEL02,31,3.5,Mumbai,2026-04-23,14:01:00,Fog,High,1,Meal,motorcycle,1,No,0.89,350.98,UPI,Delivered,,38.9
ORD100501,DELRES19DEL04,36,4.3,Delhi,2026-04-23,15:03:00,Fog,Medium,0,Drinks,electric_scooter,1,No,4.88,239.93,UPI,Delivered,,36.3
ORD105924,CHERES23DEL08,39,4.3,Chennai,2026-04-23,15:32:00,Sandstorms,Jam,1,Drinks,scooter,0,No,1.4,332.46,UPI,Cancelled,Traffic Delay,
ORD101598,CHERES44DEL02,28,4.7,Chennai,2026-04-23,16:15:00,Stormy,High,0,Drinks,electric_scooter,0,No,5.32,198.76,Cash,Delivered,,47.7
ORD105859,DELRES21DEL05,24,4.1,Delhi,2026-04-23,16:17:00,Fog,Jam,1,Meal,motorcycle,0,No,2.01,205.67,UPI,Delivered,,43.0
ORD103979,DELRES01DEL08,21,5.0,Delhi,2026-04-23,16:39:00,Sunny,Medium,1,Buffet,motorcycle,0,No,4.51,133.23,UPI,Delivered,,25.4
ORD105432,DELRES01DEL05,28,4.4,Delhi,2026-04-23,16:48:00,Sunny,Medium,3,Snack,motorcycle,1,No,3.4,333.56,UPI,Delivered,,34.8
ORD100656,HYDRES12DEL07,27,4.1,Hyderabad,2026-04-23,17:31:00,Windy,Low,3,Meal,motorcycle,0,No,2.92,333.77,UPI,Delivered,,30.8
ORD105795,BENRES12DEL03,31,4.4,Bengaluru,2026-04-23,18:02:00,Cloudy,High,0,Buffet,electric_scooter,0,No,6.14,250.09,UPI,Cancelled,Weather Disruption,
ORD102011,MUMRES13DEL03,22,4.3,Mumbai,2026-04-23,18:05:00,Sunny,Medium,3,Buffet,motorcycle,1,No,2.17,229.05,Cash,Cancelled,Customer Cancelled,
ORD104813,DELRES25DEL03,42,4.0,Delhi,2026-04-23,18:28:00,Cloudy,Medium,3,Buffet,motorcycle,0,No,4.18,545.7,UPI,Delivered,,28.8
ORD103874,MUMRES34DEL04,30,4.1,Mumbai,2026-04-23,18:43:00,Sunny,Medium,3,Drinks,motorcycle,2,No,1.51,343.94,Wallet,Delivered,,32.1
ORD103863,KOLRES13DEL06,33,3.8,Kolkata,2026-04-23,19:05:00,Cloudy,Low,3,Drinks,bicycle,0,No,14.19,339.66,Wallet,Delivered,,40.1
ORD101166,DELRES44DEL04,27,4.0,Delhi,2026-04-23,19:12:00,Sunny,High,0,Meal,electric_scooter,1,No,1.53,362.7,Card,Delivered,,34.7
ORD104790,HYDRES29DEL06,18,5.0,Hyderabad,2026-04-23,19:12:00,Stormy,Medium,1,Buffet,motorcycle,2,No,6.42,406.45,Cash,Delivered,,50.9
ORD104382,BENRES22DEL03,29,4.4,Bengaluru,2026-04-23,19:17:00,Stormy,High,0,Drinks,scooter,0,No,1.24,159.34,Cash,Delivered,,43.1
ORD105140,MUMRES05DEL04,26,4.6,Mumbai,2026-04-23,19:47:00,Cloudy,High,3,Drinks,scooter,0,No,3.72,81.04,UPI,Delivered,,37.9
ORD100743,CHERES39DEL07,39,4.6,Chennai,2026-04-23,19:48:00,Stormy,Low,0,Snack,electric_scooter,2,No,2.05,325.16,Card,Delivered,,37.4
ORD102348,HYDRES18DEL06,25,5.0,Hyderabad,2026-04-23,19:51:00,Sunny,High,1,Meal,motorcycle,0,No,9.19,475.97,UPI,Delivered,,40.1
ORD102060,BENRES23DEL08,20,4.2,Bengaluru,2026-04-23,19:57:00,Cloudy,Medium,0,Snack,motorcycle,0,No,4.54,485.33,UPI,Delivered,,27.9
ORD102494,DELRES20DEL05,22,3.9,Delhi,2026-04-23,19:58:00,Fog,Medium,3,Buffet,motorcycle,0,No,2.23,721.94,UPI,Delivered,,28.7
ORD102095,MUMRES25DEL07,30,4.4,Mumbai,2026-04-23,20:12:00,Stormy,High,0,Buffet,motorcycle,0,No,5.27,462.01,Cash,Delivered,,44.9
ORD101666,BENRES25DEL05,24,4.2,Bengaluru,2026-04-23,20:17:00,Sandstorms,Medium,0,Snack,motorcycle,0,No,4.7,405.93,UPI,Delivered,,38.2
ORD103932,KOLRES16DEL01,35,4.0,Kolkata,2026-04-23,20:20:00,Fog,Medium,3,Buffet,bicycle,1,No,2.01,182.92,UPI,Delivered,,33.8
ORD102989,MUMRES34DEL05,24,4.0,Mumbai,2026-04-23,20:28:00,Stormy,High,2,Buffet,electric_scooter,1,No,3.97,407.0,Cash,Delivered,,39.8
ORD100178,MUMRES32DEL01,42,4.7,Mumbai,2026-04-23,20:32:00,Stormy,Medium,1,Meal,motorcycle,0,No,5.8,121.69,UPI,Delivered,,34.4
ORD100451,MUMRES41DEL01,30,4.6,Mumbai,2026-04-23,20:39:00,Sunny,High,1,Drinks,scooter,0,No,2.89,261.29,UPI,Delivered,,33.0
ORD100375,BENRES36DEL01,38,4.7,Bengaluru,2026-04-23,20:48:00,Stormy,Medium,1,Drinks,motorcycle,0,No,5.71,155.84,UPI,Delivered,,45.5
ORD100285,MUMRES32DEL04,26,4.8,Mumbai,2026-04-23,21:08:00,Fog,Medium,0,Meal,motorcycle,0,No,2.17,140.88,Card,Delivered,,33.5
ORD100256,BENRES17DEL06,27,4.2,Bengaluru,2026-04-23,21:28:00,Windy,Low,3,Buffet,scooter,0,No,2.55,291.71,Cash,Delivered,,25.3
ORD105998,CHERES25DEL06,33,5.0,Chennai,2026-04-23,21:32:00,Fog,Low,1,Meal,motorcycle,0,No,3.4,170.08,Card,Delivered,,31.5
ORD102126,HYDRES18DEL02,33,4.8,Hyderabad,2026-04-23,21:40:00,Sunny,Medium,1,Meal,motorcycle,1,No,5.23,308.74,Cash,Delivered,,37.7
ORD103539,BENRES36DEL06,41,4.8,Bengaluru,2026-04-23,21:55:00,Stormy,Medium,1,Meal,motorcycle,3,No,5.86,275.3,UPI,Delivered,,60.8
ORD104933,MUMRES11DEL04,40,4.5,Mumbai,2026-04-23,22:13:00,Sunny,Medium,2,Buffet,electric_scooter,0,No,7.11,176.12,Card,Delivered,,34.3
ORD100620,PUNRES28DEL07,40,5.0,Pune,2026-04-23,23:14:00,Cloudy,Medium,2,Meal,motorcycle,0,No,2.83,315.43,UPI,Delivered,,26.8
ORD102492,DELRES14DEL06,32,5.0,Delhi,2026-04-24,07:38:00,Sandstorms,Jam,2,Meal,motorcycle,0,No,12.32,264.7,Wallet,Cancelled,Customer Cancelled,
ORD101137,HYDRES26DEL02,23,4.7,Hyderabad,2026-04-24,08:39:00,Sunny,Medium,3,Buffet,motorcycle,2,No,2.0,725.22,UPI,Delivered,,31.5
ORD103972,PUNRES38DEL04,34,4.6,Pune,2026-04-24,09:11:00,Cloudy,Medium,2,Buffet,motorcycle,2,No,3.12,129.2,UPI,Cancelled,Customer Cancelled,
ORD104725,KOLRES17DEL05,29,4.3,Kolkata,2026-04-24,09:55:00,Fog,Low,1,Drinks,scooter,0,No,12.0,236.38,Cash,Delivered,,40.2
ORD100236,PUNRES35DEL07,23,4.0,Pune,2026-04-24,10:08:00,Windy,Low,3,Snack,motorcycle,0,No,4.67,326.49,Card,Delivered,,28.5
ORD100471,KOLRES37DEL02,25,3.9,Kolkata,2026-04-24,10:32:00,Cloudy,Low,0,Buffet,bicycle,0,No,8.14,239.8,Wallet,Delivered,,29.4
ORD105586,KOLRES39DEL05,22,4.4,Kolkata,2026-04-24,11:22:00,Sandstorms,Medium,1,Meal,motorcycle,0,No,6.33,316.07,UPI,Delivered,,45.5
ORD101824,KOLRES18DEL02,21,4.0,Kolkata,2026-04-24,11:28:00,Sunny,Low,1,Buffet,motorcycle,1,No,2.76,416.56,Wallet,Delivered,,27.4
ORD104047,HYDRES15DEL06,24,5.0,Hyderabad,2026-04-24,11:30:00,Windy,High,3,Drinks,motorcycle,0,No,2.58,138.49,UPI,Delivered,,28.5
ORD103079,PUNRES07DEL01,30,4.3,Pune,2026-04-24,11:34:00,Cloudy,Low,0,Drinks,motorcycle,1,No,3.88,427.49,Cash,Delivered,,35.6
ORD105310,KOLRES41DEL08,19,4.2,Kolkata,2026-04-24,12:44:00,Fog,Low,0,Meal,electric_scooter,0,No,4.17,304.19,Wallet,Delivered,,37.5
ORD104129,BENRES18DEL07,26,4.9,Bengaluru,2026-04-24,12:46:00,Stormy,Medium,3,Meal,scooter,1,No,2.58,186.73,Card,Delivered,,43.5
ORD101608,BENRES31DEL06,24,4.7,Bengaluru,2026-04-24,12:56:00,Cloudy,Medium,0,Meal,motorcycle,0,No,4.1,520.8,UPI,Delivered,,32.1
ORD103113,CHERES12DEL08,34,4.7,Chennai,2026-04-24,13:03:00,Sunny,High,3,Snack,motorcycle,0,No,2.79,288.99,UPI,Delivered,,29.5
ORD102714,PUNRES12DEL03,25,4.2,Pune,2026-04-24,13:17:00,Fog,Medium,1,Drinks,electric_scooter,0,No,3.61,256.7,Card,Delivered,,27.4
ORD102845,HYDRES20DEL03,18,4.2,Hyderabad,2026-04-24,14:35:00,Cloudy,Low,3,Buffet,motorcycle,2,No,5.46,252.98,UPI,Delivered,,39.4
ORD103556,CHERES22DEL06,29,4.3,Chennai,2026-04-24,14:39:00,Sunny,Low,1,Buffet,motorcycle,1,No,7.89,241.23,UPI,Delivered,,28.4
ORD102880,CHERES01DEL01,29,3.9,Chennai,2026-04-24,15:32:00,Stormy,Low,1,Meal,electric_scooter,2,No,13.72,219.69,UPI,Delivered,,61.2
ORD102038,MUMRES07DEL03,27,4.6,Mumbai,2026-04-24,15:36:00,Cloudy,Medium,1,Meal,motorcycle,0,No,5.3,170.5,UPI,Delivered,,28.2
ORD100119,DELRES06DEL01,36,4.6,Delhi,2026-04-24,16:01:00,Sunny,Medium,3,Meal,motorcycle,0,No,9.63,315.03,UPI,Delivered,,39.4
ORD105477,DELRES19DEL02,47,4.1,Delhi,2026-04-24,16:44:00,Stormy,Low,1,Meal,motorcycle,1,No,7.18,228.44,UPI,Delivered,,42.2
ORD102881,PUNRES42DEL02,24,4.3,Pune,2026-04-24,17:14:00,Sunny,Low,2,Drinks,scooter,2,No,2.91,81.66,UPI,Delivered,,30.4
ORD104119,MUMRES12DEL06,34,4.6,Mumbai,2026-04-24,17:27:00,Sunny,Medium,0,Buffet,motorcycle,0,No,1.95,125.45,Card,Delivered,,29.9
ORD104254,PUNRES32DEL05,35,4.1,Pune,2026-04-24,17:54:00,Stormy,Jam,2,Buffet,scooter,0,No,4.42,408.67,UPI,Delivered,,48.7
ORD103283,MUMRES38DEL02,25,4.4,Mumbai,2026-04-24,17:58:00,Stormy,Low,3,Snack,electric_scooter,1,No,4.18,237.57,UPI,Delivered,,36.1
ORD104028,PUNRES22DEL04,29,4.5,Pune,2026-04-24,18:01:00,Stormy,High,2,Meal,electric_scooter,1,No,5.88,165.35,Wallet,Delivered,,52.8
ORD100274,MUMRES09DEL04,27,4.7,Mumbai,2026-04-24,18:03:00,Sunny,Low,1,Buffet,motorcycle,1,No,20.0,653.76,UPI,Delivered,,54.3
ORD105511,MUMRES15DEL03,30,3.9,Mumbai,2026-04-24,18:10:00,Sunny,Low,1,Snack,motorcycle,3,No,3.76,515.98,Card,Delivered,,38.1
ORD102006,DELRES22DEL07,36,4.0,Delhi,2026-04-24,18:30:00,Sandstorms,Medium,0,Buffet,bicycle,0,No,10.58,501.61,Card,Cancelled,Weather Disruption,
ORD101415,CHERES14DEL04,39,4.4,Chennai,2026-04-24,18:34:00,Cloudy,High,2,Drinks,motorcycle,0,No,2.16,89.22,UPI,Cancelled,Weather Disruption,
ORD102645,HYDRES42DEL08,27,4.1,Hyderabad,2026-04-24,18:56:00,Sunny,Medium,2,Meal,scooter,0,No,2.26,117.62,UPI,Delivered,,33.1
ORD104608,MUMRES26DEL04,28,4.9,Mumbai,2026-04-24,19:04:00,Fog,Medium,0,Meal,scooter,1,No,5.87,292.75,Wallet,Delivered,,41.7
ORD100840,PUNRES41DEL02,22,4.4,Pune,2026-04-24,19:13:00,Windy,Low,2,Drinks,motorcycle,0,No,4.68,276.6,UPI,Delivered,,27.6
ORD103011,DELRES29DEL06,30,4.8,Delhi,2026-04-24,19:16:00,Sunny,Medium,1,Snack,motorcycle,0,No,6.7,838.85,UPI,Cancelled,Customer Cancelled,
ORD105792,HYDRES35DEL01,27,4.4,Hyderabad,2026-04-24,19:16:00,Windy,Medium,0,Snack,motorcycle,1,No,2.72,175.33,UPI,Delivered,,35.2
ORD103643,MUMRES39DEL04,37,4.0,Mumbai,2026-04-24,19:40:00,Windy,Low,3,Drinks,motorcycle,2,No,3.65,300.8,UPI,Delivered,,34.9
ORD103038,HYDRES30DEL08,22,4.6,Hyderabad,2026-04-24,19:46:00,Windy,High,1,Buffet,motorcycle,2,No,3.81,446.8,UPI,Delivered,,41.7
ORD101550,BENRES11DEL01,35,4.3,Bengaluru,2026-04-24,19:47:00,Cloudy,Medium,3,Buffet,electric_scooter,0,No,3.21,165.17,Cash,Delivered,,32.2
ORD105402,DELRES20DEL06,29,4.4,Delhi,2026-04-24,19:51:00,Sunny,Low,1,Snack,motorcycle,0,No,7.61,431.35,Wallet,Delivered,,30.3
ORD101870,MUMRES38DEL02,19,4.3,Mumbai,2026-04-24,19:56:00,Sunny,Low,2,Snack,motorcycle,0,No,2.15,231.0,UPI,Delivered,,26.6
ORD105325,DELRES26DEL04,21,4.8,Delhi,2026-04-24,20:04:00,Fog,Low,2,Buffet,motorcycle,0,No,6.08,229.24,UPI,Delivered,,30.9
ORD103356,KOLRES30DEL04,31,3.8,Kolkata,2026-04-24,20:21:00,Windy,Low,1,Meal,scooter,1,No,13.77,258.11,UPI,Delivered,,49.1
ORD101548,HYDRES14DEL01,21,4.5,Hyderabad,2026-04-24,20:45:00,Windy,High,3,Buffet,motorcycle,1,No,1.26,85.69,UPI,Delivered,,35.8
ORD100275,DELRES16DEL03,29,5.0,Delhi,2026-04-24,21:07:00,Sunny,Medium,0,Buffet,motorcycle,0,No,4.04,881.88,Card,Cancelled,Customer Cancelled,
ORD104911,DELRES07DEL08,33,5.0,Delhi,2026-04-24,21:09:00,Windy,Low,1,Snack,scooter,0,No,6.1,271.79,UPI,Delivered,,32.5
ORD105093,MUMRES12DEL01,21,4.7,Mumbai,2026-04-24,21:11:00,Cloudy,Low,0,Snack,motorcycle,0,No,3.53,656.18,Cash,Delivered,,22.0
ORD100809,DELRES24DEL01,31,3.8,Delhi,2026-04-24,21:21:00,Sunny,Low,2,Snack,electric_scooter,0,No,13.78,237.02,UPI,Delivered,,38.4
ORD100814,PUNRES10DEL07,18,4.3,Pune,2026-04-24,21:35:00,Windy,Jam,3,Drinks,bicycle,1,No,2.05,293.62,Cash,Delivered,,50.5
ORD101078,CHERES15DEL03,26,4.5,Chennai,2026-04-24,21:35:00,Windy,Medium,3,Meal,motorcycle,2,No,0.88,393.29,Cash,Delivered,,33.0
ORD102076,HYDRES42DEL05,33,4.5,Hyderabad,2026-04-24,21:50:00,Windy,Medium,0,Drinks,motorcycle,2,No,2.09,310.39,Card,Delivered,,36.5
ORD100208,MUMRES36DEL04,27,4.6,Mumbai,2026-04-24,21:53:00,Cloudy,High,1,Snack,scooter,0,No,10.99,315.36,UPI,Delivered,,47.2
ORD102476,BENRES16DEL06,22,3.8,Bengaluru,2026-04-24,22:03:00,Sunny,Medium,3,Snack,motorcycle,1,No,3.29,236.13,UPI,Delivered,,29.6
ORD100081,BENRES38DEL04,36,4.8,Bengaluru,2026-04-24,22:37:00,Sandstorms,Medium,0,Buffet,motorcycle,1,No,10.45,117.17,Wallet,Delivered,,54.2
ORD100278,BENRES39DEL04,24,5.0,Bengaluru,2026-04-24,22:57:00,Sunny,Medium,0,Snack,motorcycle,2,No,9.37,193.05,Cash,Delivered,,44.4
ORD101928,CHERES02DEL03,37,4.3,Chennai,2026-04-24,23:26:00,Cloudy,Low,1,Snack,scooter,1,No,14.16,166.26,Card,Delivered,,39.3
ORD101944,MUMRES16DEL06,18,4.7,Mumbai,2026-04-24,23:27:00,Fog,High,0,Drinks,motorcycle,0,No,7.18,210.89,Cash,Delivered,,37.8
ORD104930,BENRES12DEL06,36,4.1,Bengaluru,2026-04-25,00:42:00,Cloudy,Low,0,Snack,motorcycle,0,No,3.52,408.56,UPI,Delivered,,26.5
ORD101975,CHERES08DEL08,37,4.5,Chennai,2026-04-25,07:22:00,Fog,Medium,0,Snack,bicycle,0,No,2.33,286.21,UPI,Delivered,,32.8
ORD101512,CHERES25DEL08,30,4.5,Chennai,2026-04-25,09:18:00,Sunny,Low,0,Meal,bicycle,1,No,1.29,243.21,Card,Delivered,,29.4
ORD101422,BENRES32DEL08,26,4.4,Bengaluru,2026-04-25,10:06:00,Sunny,High,3,Snack,scooter,1,No,0.94,295.62,UPI,Delivered,,35.1
ORD103963,PUNRES13DEL07,25,4.9,Pune,2026-04-25,10:14:00,Windy,Medium,3,Drinks,motorcycle,0,No,4.14,289.04,Cash,Delivered,,30.2
ORD101271,PUNRES15DEL04,31,4.7,Pune,2026-04-25,10:26:00,Stormy,Medium,1,Snack,scooter,1,No,7.96,418.4,Wallet,Delivered,,46.5
ORD105709,PUNRES25DEL08,29,4.5,Pune,2026-04-25,11:33:00,Sunny,Low,0,Drinks,scooter,1,No,1.76,302.34,UPI,Delivered,,28.6
ORD100682,PUNRES12DEL04,38,4.6,Pune,2026-04-25,11:36:00,Sandstorms,High,3,Snack,motorcycle,0,No,7.11,367.06,UPI,Delivered,,45.6
ORD103320,BENRES43DEL02,18,4.4,Bengaluru,2026-04-25,11:37:00,Windy,Low,0,Meal,motorcycle,1,No,3.44,206.62,UPI,Delivered,,25.9
ORD103204,DELRES16DEL07,30,4.9,Delhi,2026-04-25,11:53:00,Sunny,High,0,Drinks,scooter,2,No,4.62,760.97,UPI,Delivered,,46.1
ORD102757,CHERES01DEL03,26,4.2,Chennai,2026-04-25,12:18:00,Sandstorms,High,1,Meal,motorcycle,2,No,2.38,441.78,UPI,Delivered,,43.0
ORD105860,CHERES09DEL08,29,4.5,Chennai,2026-04-25,12:23:00,Stormy,Low,3,Meal,motorcycle,1,No,1.72,341.94,UPI,Delivered,,28.4
ORD100894,BENRES38DEL08,23,4.3,Bengaluru,2026-04-25,12:25:00,Windy,Medium,1,Snack,motorcycle,0,No,5.51,156.05,Wallet,Delivered,,28.5
ORD101680,MUMRES03DEL08,40,4.6,Mumbai,2026-04-25,12:32:00,Cloudy,Medium,0,Meal,scooter,0,No,2.69,288.57,UPI,Cancelled,Weather Disruption,
ORD100003,DELRES02DEL01,26,4.5,Delhi,2026-04-25,12:36:00,Sunny,Low,2,Snack,motorcycle,1,No,5.5,230.47,Cash,Delivered,,26.8
ORD102617,PUNRES16DEL02,24,4.9,Pune,2026-04-25,13:55:00,Windy,High,0,Drinks,motorcycle,1,No,5.98,411.92,Card,Delivered,,36.4
ORD100803,DELRES27DEL05,29,4.8,Delhi,2026-04-25,14:19:00,Sunny,Medium,2,Snack,scooter,0,No,5.55,329.8,Cash,Delivered,,28.3
ORD101876,BENRES23DEL05,18,4.6,Bengaluru,2026-04-25,15:14:00,Sunny,Low,0,Buffet,motorcycle,1,No,4.45,164.48,Cash,Delivered,,29.9
ORD102516,MUMRES44DEL04,30,4.0,Mumbai,2026-04-25,16:38:00,Fog,Medium,1,Buffet,motorcycle,1,No,7.21,121.98,Wallet,Delivered,,43.1
ORD103076,HYDRES32DEL04,32,4.8,Hyderabad,2026-04-25,16:53:00,Cloudy,Jam,2,Meal,motorcycle,0,No,2.11,245.68,UPI,Delivered,,33.2
ORD103693,BENRES34DEL06,32,4.3,Bengaluru,2026-04-25,17:11:00,Sunny,Low,2,Buffet,motorcycle,1,No,3.95,547.6,Card,Delivered,,26.1
ORD102357,BENRES27DEL02,24,4.6,Bengaluru,2026-04-25,18:18:00,Sandstorms,Low,1,Meal,motorcycle,0,No,2.22,220.56,UPI,Cancelled,Traffic Delay,
ORD102868,BENRES06DEL06,23,4.2,Bengaluru,2026-04-25,18:25:00,Sunny,Jam,2,Drinks,bicycle,2,No,7.61,249.96,Cash,Cancelled,Customer Cancelled,
ORD101587,BENRES35DEL08,18,4.7,Bengaluru,2026-04-25,18:30:00,Fog,High,0,Snack,motorcycle,2,No,1.55,124.08,Wallet,Delivered,,42.2
ORD104297,DELRES28DEL06,23,4.6,Delhi,2026-04-25,19:41:00,Sunny,High,1,Buffet,scooter,0,No,2.07,256.03,UPI,Delivered,,31.2
ORD105914,KOLRES40DEL06,18,4.2,Kolkata,2026-04-25,19:42:00,Windy,Medium,0,Drinks,motorcycle,0,No,9.12,280.54,UPI,Delivered,,37.3
ORD104128,CHERES14DEL04,23,4.1,Chennai,2026-04-25,19:43:00,Windy,Low,1,Buffet,motorcycle,2,No,1.35,202.84,Card,Delivered,,36.2
ORD103845,HYDRES24DEL03,31,4.1,Hyderabad,2026-04-25,19:58:00,Cloudy,Medium,3,Snack,motorcycle,0,No,4.75,305.14,UPI,Delivered,,38.7
ORD102382,PUNRES29DEL02,19,4.5,Pune,2026-04-25,20:08:00,Sunny,Medium,3,Meal,motorcycle,2,No,2.01,189.8,UPI,Delivered,,38.8
ORD103431,DELRES20DEL04,33,3.9,Delhi,2026-04-25,20:23:00,Cloudy,Medium,1,Snack,scooter,3,No,5.86,307.12,UPI,Delivered,,49.9
ORD100391,DELRES33DEL01,35,4.2,Delhi,2026-04-25,20:37:00,Sunny,Medium,2,Drinks,motorcycle,1,No,7.98,175.19,UPI,Delivered,,38.4
ORD103333,HYDRES12DEL07,23,3.8,Hyderabad,2026-04-25,20:39:00,Sunny,Jam,2,Snack,motorcycle,0,No,7.11,289.15,UPI,Delivered,,39.2
ORD100234,BENRES23DEL06,31,4.8,Bengaluru,2026-04-25,21:23:00,Windy,Low,0,Buffet,motorcycle,1,No,1.11,558.47,Wallet,Delivered,,23.3
ORD105886,HYDRES40DEL07,26,4.4,Hyderabad,2026-04-25,21:31:00,Fog,High,2,Buffet,scooter,2,No,0.94,700.84,Cash,Cancelled,Weather Disruption,
ORD101143,MUMRES10DEL05,35,4.5,Mumbai,2026-04-25,21:34:00,Cloudy,Medium,1,Buffet,bicycle,1,No,3.14,331.25,Wallet,Delivered,,37.4
ORD104844,DELRES27DEL04,40,3.6,Delhi,2026-04-25,21:35:00,Sunny,Jam,3,Drinks,scooter,0,No,6.03,418.45,Cash,Delivered,,41.7
